17290.000000,-40014.000000,-2567.569044
17271.000000,-39564.333333,12.430956
16865.666667,-39938.000000,12.430956
17342.250000,-40047.250000,12.430956
16834.000000,-39526.333333,32.430956
17290.000000,-41990.000000,-2567.569044
17290.000000,-41002.000000,-2567.569044
15314.000000,-43966.000000,-2567.569044
13338.000000,-43966.000000,-2567.569044
14326.000000,-43966.000000,-2567.569044
16302.000000,-40014.000000,-2567.569044
16302.000000,-39529.500000,32.430956
16302.000000,-40080.500000,12.430956
12350.000000,-42978.000000,-2567.569044
16302.000000,-41990.000000,-2567.569044
16302.000000,-41002.000000,-2567.569044
15314.000000,-42978.000000,-2567.569044
12350.000000,-41990.000000,-2567.569044
12350.000000,-41743.000000,892.430956
13338.000000,-42978.000000,-2567.569044
15314.000000,-40014.000000,-2567.569044
15681.333333,-39526.333333,32.430956
14858.000000,-39526.333333,412.430956
15314.000000,-40080.500000,12.430956
14326.000000,-42978.000000,-2567.569044
13338.000000,-40014.000000,-2567.569044
12870.600000,-40101.400000,32.430956
13423.500000,-40080.500000,17.430956
15314.000000,-41990.000000,-2567.569044
14326.000000,-40014.000000,-2567.569044
14763.000000,-39526.333333,412.430956
14326.000000,-40080.500000,12.430956
15314.000000,-41002.000000,-2567.569044
13338.000000,-41990.000000,-2567.569044
13133.750000,-42279.750000,12.430956
13423.500000,-41885.500000,12.430956
12872.500000,-41733.500000,32.430956
13338.000000,-41002.000000,-2567.569044
12863.000000,-40827.200000,32.430956
12875.666667,-41350.333333,32.430956
13338.000000,-40831.000000,24.430956
13287.333333,-41356.666667,19.097622
12943.750000,-40816.750000,32.430956
14326.000000,-41990.000000,-2567.569044
14326.000000,-41002.000000,-2567.569044
13338.000000,-45942.000000,-2567.569044
15437.500000,-48839.500000,102.430956
18278.000000,-39026.000000,-2567.569044
14326.000000,-45942.000000,-2567.569044
10374.000000,-43966.000000,-2567.569044
18278.000000,-42978.000000,-2567.569044
18278.000000,-40014.000000,-2567.569044
13338.000000,-38038.000000,-2567.569044
13338.000000,-38038.000000,32.430956
11362.000000,-42978.000000,-2567.569044
11362.000000,-38038.000000,-2567.569044
11362.000000,-38038.000000,32.430956
14326.000000,-38038.000000,-2567.569044
14326.000000,-38038.000000,32.430956
12350.000000,-43966.000000,-2567.569044
14326.000000,-37050.000000,-2567.569044
14326.000000,-37050.000000,942.430956
16302.000000,-39026.000000,-2567.569044
16302.000000,-39026.000000,32.430956
11362.000000,-40014.000000,-2567.569044
11362.000000,-40014.000000,942.430956
18278.000000,-41990.000000,-2567.569044
12350.000000,-39026.000000,-2567.569044
11932.000000,-39190.666667,32.430956
12052.333333,-39190.666667,32.430956
12440.250000,-39026.000000,32.430956
11362.000000,-41990.000000,-2567.569044
11390.500000,-41937.750000,32.430956
11235.333333,-41667.000000,32.430956
11552.000000,-41681.250000,32.430956
11476.000000,-41876.000000,32.430956
11100.750000,-41937.750000,32.430956
11015.250000,-41681.250000,32.430956
11178.333333,-41667.000000,32.430956
11032.666667,-41876.000000,32.430956
11362.000000,-42284.500000,12.430956
18278.000000,-41002.000000,-2567.569044
11362.000000,-41002.000000,-2567.569044
11362.000000,-41002.000000,32.430956
16302.000000,-42978.000000,-2567.569044
17290.000000,-43966.000000,-2567.569044
15314.000000,-39026.000000,-2567.569044
15314.000000,-39026.000000,962.430956
10374.000000,-42978.000000,-2567.569044
12350.000000,-44954.000000,-2567.569044
15314.000000,-41990.000000,12.430956
13338.000000,-39026.000000,-2567.569044
13338.000000,-39026.000000,972.430956
10374.000000,-40014.000000,-2567.569044
10374.000000,-40014.000000,942.430956
14326.000000,-39026.000000,-2567.569044
14326.000000,-39026.000000,964.930956
16302.000000,-38038.000000,-2567.569044
16302.000000,-38038.000000,32.430956
12350.000000,-40014.000000,-2567.569044
12350.000000,-40014.000000,942.430956
17290.000000,-39026.000000,-2567.569044
17229.200000,-38596.600000,24.430956
17125.333333,-39000.666667,12.430956
17480.000000,-39078.250000,12.430956
17486.333333,-38639.666667,12.430956
16848.250000,-39026.000000,32.430956
15314.000000,-44954.000000,-2567.569044
9189.666667,-34763.666667,32.430956
9568.400000,-34648.400000,32.430956
